2021-04-14 09:48:00,2021-04-14 09:50:00, -0.100098
2021-04-14 10:09:00,2021-04-14 10:11:00, -0.099365
2021-04-14 10:40:00,2021-04-14 10:42:00, -0.102051
2021-04-14 10:45:00,2021-04-14 10:58:00, -0.102539
2021-04-14 11:01:00,2021-04-14 11:03:00, -0.101318
2021-04-14 11:06:00,2021-04-14 11:17:00, -0.102051
2021-04-14 11:20:00,2021-04-14 11:22:00, -0.100098
2021-04-14 11:25:00,2021-04-14 11:36:00, -0.100830
2021-04-14 11:56:00,2021-04-14 12:07:00, -0.101318
2021-04-14 12:15:00,2021-04-14 12:25:00, -0.095947
2021-04-14 12:28:00,2021-04-14 12:30:00, -0.100586
2021-04-14 12:33:00,2021-04-14 12:43:00, -0.101074
2021-04-14 12:46:00,2021-04-14 12:48:00, -0.101074
2021-04-14 12:58:00,2021-04-14 13:00:00, -0.101074
2021-04-14 13:03:00,2021-04-14 13:18:00, -0.097656
2021-04-14 13:21:00,2021-04-14 13:23:00, -0.099365
2021-04-14 13:26:00,2021-04-14 13:38:00, -0.099854
2021-04-14 13:41:00,2021-04-14 13:43:00, -0.102051
2021-04-14 13:46:00,2021-04-14 13:56:00, -0.098877
2021-04-14 13:59:00,2021-04-14 14:01:00, -0.098633
2021-04-14 14:03:00,2021-04-14 14:05:00, -0.102295
2021-04-14 14:14:00,2021-04-14 14:17:00, -0.100342
2021-04-14 14:20:00,2021-04-14 14:30:00, -0.099609
2021-04-14 14:33:00,2021-04-14 14:36:00, -0.102783
2021-04-14 14:39:00,2021-04-14 14:46:00, -0.097656
2021-04-14 14:49:00,2021-04-14 14:52:00, -0.099121
2021-04-14 14:55:00,2021-04-14 15:01:00, -0.096680
2021-04-14 15:02:00,2021-04-14 15:04:00, -0.102539
2021-04-14 15:07:00,2021-04-14 15:10:00, -0.099121
2021-04-14 15:19:00,2021-04-14 15:27:00, -0.095703
2021-04-14 15:30:00,2021-04-14 15:33:00, -0.101318
2021-04-14 15:36:00,2021-04-14 15:41:00, -0.098877
2021-04-14 15:44:00,2021-04-14 15:47:00, -0.099365
2021-04-14 15:48:00,2021-04-14 15:50:00, -0.099365
2021-04-16 09:40:00,2021-04-16 09:42:00, -0.091553
2021-04-16 10:01:00,2021-04-16 10:03:00, -0.090576
2021-04-16 10:32:00,2021-04-16 10:34:00, -0.093506
2021-04-16 10:37:00,2021-04-16 10:50:00, -0.090088
2021-04-16 10:53:00,2021-04-16 10:55:00, -0.093018
2021-04-16 10:58:00,2021-04-16 11:09:00, -0.093750
2021-04-16 11:12:00,2021-04-16 11:14:00, -0.091309
2021-04-16 11:17:00,2021-04-16 11:28:00, -0.091553
2021-04-16 11:48:00,2021-04-16 11:59:00, -0.092773
2021-04-16 12:07:00,2021-04-16 12:17:00, -0.091064
2021-04-16 12:20:00,2021-04-16 12:22:00, -0.092285
2021-04-16 12:25:00,2021-04-16 12:35:00, -0.092529
2021-04-16 12:38:00,2021-04-16 12:40:00, -0.092041
2021-04-16 12:50:00,2021-04-16 12:52:00, -0.092529
2021-04-16 12:55:00,2021-04-16 13:10:00, -0.093018
2021-04-16 13:13:00,2021-04-16 13:15:00, -0.091064
2021-04-16 13:18:00,2021-04-16 13:30:00, -0.091309
2021-04-16 13:33:00,2021-04-16 13:35:00, -0.093506
2021-04-16 13:38:00,2021-04-16 13:48:00, -0.090332
2021-04-16 13:51:00,2021-04-16 13:53:00, -0.093506
2021-04-16 13:55:00,2021-04-16 13:57:00, -0.090088
2021-04-16 14:06:00,2021-04-16 14:09:00, -0.091797
2021-04-16 14:12:00,2021-04-16 14:22:00, -0.090576
2021-04-16 14:25:00,2021-04-16 14:28:00, -0.090576
2021-04-16 14:31:00,2021-04-16 14:38:00, -0.093018
2021-04-16 14:41:00,2021-04-16 14:44:00, -0.090576
2021-04-16 14:47:00,2021-04-16 14:53:00, -0.092041
2021-04-16 14:54:00,2021-04-16 14:56:00, -0.090332
2021-04-16 14:59:00,2021-04-16 15:02:00, -0.090576
2021-04-17 09:36:00,2021-04-17 09:38:00, -0.079590
2021-04-17 09:57:00,2021-04-17 09:59:00, -0.076904
2021-04-17 10:28:00,2021-04-17 10:30:00, -0.077393
2021-04-17 10:33:00,2021-04-17 10:46:00, -0.078369
2021-04-17 10:49:00,2021-04-17 10:51:00, -0.077393
2021-04-17 10:54:00,2021-04-17 11:05:00, -0.078125
2021-04-17 11:08:00,2021-04-17 11:10:00, -0.079346
2021-04-17 11:13:00,2021-04-17 11:24:00, -0.076416
2021-04-17 11:44:00,2021-04-17 11:55:00, -0.078613
2021-04-17 12:03:00,2021-04-17 12:13:00, -0.077148
2021-04-17 12:16:00,2021-04-17 12:18:00, -0.076416
2021-04-17 12:21:00,2021-04-17 12:31:00, -0.077148
2021-04-17 12:34:00,2021-04-17 12:36:00, -0.093506
2021-04-17 12:46:00,2021-04-17 12:48:00, -0.076904
2021-04-17 12:51:00,2021-04-17 13:06:00, -0.077393
2021-04-17 13:09:00,2021-04-17 13:11:00, -0.079102
2021-04-17 13:14:00,2021-04-17 13:26:00, -0.091553
